filepath,filename,class,label
data/raw/NEU-CLS/crazing/crazing_44.jpg,crazing_44.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_223.jpg,scratches_223.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_85.jpg,inclusion_85.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_29.jpg,crazing_29.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_214.jpg,patches_214.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_281.jpg,crazing_281.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_120.jpg,inclusion_120.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_126.jpg,inclusion_126.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_146.jpg,pitted_surface_146.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_60.jpg,patches_60.jpg,patches,2
data/raw/NEU-CLS/inclusion/inclusion_300.jpg,inclusion_300.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_101.jpg,scratches_101.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_59.jpg,scratches_59.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_19.jpg,scratches_19.jpg,scratches,5
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_265.jpg,rolled-in_scale_265.jpg,rolled-in_scale,4
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_173.jpg,rolled-in_scale_173.jpg,rolled-in_scale,4
data/raw/NEU-CLS/patches/patches_45.jpg,patches_45.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_149.jpg,pitted_surface_149.jpg,pitted_surface,3
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_156.jpg,rolled-in_scale_156.jpg,rolled-in_scale,4
data/raw/NEU-CLS/pitted_surface/pitted_surface_260.jpg,pitted_surface_260.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_289.jpg,crazing_289.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_282.jpg,crazing_282.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_266.jpg,crazing_266.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_127.jpg,crazing_127.jpg,crazing,0
data/raw/NEU-CLS/pitted_surface/pitted_surface_73.jpg,pitted_surface_73.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_26.jpg,patches_26.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_240.jpg,scratches_240.jpg,scratches,5
data/raw/NEU-CLS/patches/patches_157.jpg,patches_157.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_112.jpg,scratches_112.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_18.jpg,crazing_18.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_125.jpg,rolled-in_scale_125.jpg,rolled-in_scale,4
data/raw/NEU-CLS/scratches/scratches_298.jpg,scratches_298.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_131.jpg,pitted_surface_131.jpg,pitted_surface,3
data/raw/NEU-CLS/scratches/scratches_211.jpg,scratches_211.jpg,scratches,5
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_62.jpg,rolled-in_scale_62.jpg,rolled-in_scale,4
data/raw/NEU-CLS/scratches/scratches_118.jpg,scratches_118.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_166.jpg,inclusion_166.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_168.jpg,inclusion_168.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_263.jpg,crazing_263.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_113.jpg,crazing_113.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_111.jpg,patches_111.jpg,patches,2
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_208.jpg,rolled-in_scale_208.jpg,rolled-in_scale,4
data/raw/NEU-CLS/patches/patches_299.jpg,patches_299.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_35.jpg,crazing_35.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_224.jpg,rolled-in_scale_224.jpg,rolled-in_scale,4
data/raw/NEU-CLS/patches/patches_39.jpg,patches_39.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_248.jpg,scratches_248.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_63.jpg,pitted_surface_63.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_300.jpg,crazing_300.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_27.jpg,scratches_27.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_41.jpg,crazing_41.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_26.jpg,crazing_26.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_229.jpg,crazing_229.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_153.jpg,inclusion_153.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_129.jpg,crazing_129.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_152.jpg,crazing_152.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_92.jpg,rolled-in_scale_92.jpg,rolled-in_scale,4
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_231.jpg,rolled-in_scale_231.jpg,rolled-in_scale,4
data/raw/NEU-CLS/pitted_surface/pitted_surface_255.jpg,pitted_surface_255.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_72.jpg,patches_72.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_5.jpg,crazing_5.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_197.jpg,scratches_197.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_252.jpg,scratches_252.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_227.jpg,crazing_227.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_29.jpg,rolled-in_scale_29.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_203.jpg,inclusion_203.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_280.jpg,scratches_280.jpg,scratches,5
data/raw/NEU-CLS/patches/patches_122.jpg,patches_122.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_19.jpg,crazing_19.jpg,crazing,0
data/raw/NEU-CLS/pitted_surface/pitted_surface_267.jpg,pitted_surface_267.jpg,pitted_surface,3
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_204.jpg,rolled-in_scale_204.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_48.jpg,inclusion_48.jpg,inclusion,1
data/raw/NEU-CLS/patches/patches_195.jpg,patches_195.jpg,patches,2
data/raw/NEU-CLS/patches/patches_179.jpg,patches_179.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_238.jpg,scratches_238.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_233.jpg,scratches_233.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_96.jpg,crazing_96.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_109.jpg,inclusion_109.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_218.jpg,inclusion_218.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_210.jpg,scratches_210.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_217.jpg,pitted_surface_217.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_137.jpg,pitted_surface_137.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_86.jpg,crazing_86.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_136.jpg,scratches_136.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_283.jpg,crazing_283.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_271.jpg,scratches_271.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_254.jpg,scratches_254.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_294.jpg,pitted_surface_294.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_212.jpg,pitted_surface_212.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_174.jpg,crazing_174.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_287.jpg,inclusion_287.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_271.jpg,pitted_surface_271.jpg,pitted_surface,3
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_283.jpg,rolled-in_scale_283.jpg,rolled-in_scale,4
data/raw/NEU-CLS/patches/patches_141.jpg,patches_141.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_100.jpg,crazing_100.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_120.jpg,crazing_120.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_49.jpg,scratches_49.jpg,scratches,5
data/raw/NEU-CLS/patches/patches_85.jpg,patches_85.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_288.jpg,pitted_surface_288.jpg,pitted_surface,3
data/raw/NEU-CLS/scratches/scratches_189.jpg,scratches_189.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_272.jpg,pitted_surface_272.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_149.jpg,inclusion_149.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_175.jpg,scratches_175.jpg,scratches,5
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_24.jpg,rolled-in_scale_24.jpg,rolled-in_scale,4
data/raw/NEU-CLS/crazing/crazing_299.jpg,crazing_299.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_178.jpg,patches_178.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_156.jpg,crazing_156.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_3.jpg,crazing_3.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_220.jpg,crazing_220.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_112.jpg,inclusion_112.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_215.jpg,inclusion_215.jpg,inclusion,1
data/raw/NEU-CLS/patches/patches_275.jpg,patches_275.jpg,patches,2
data/raw/NEU-CLS/patches/patches_168.jpg,patches_168.jpg,patches,2
data/raw/NEU-CLS/inclusion/inclusion_46.jpg,inclusion_46.jpg,inclusion,1
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_60.jpg,rolled-in_scale_60.jpg,rolled-in_scale,4
data/raw/NEU-CLS/patches/patches_268.jpg,patches_268.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_145.jpg,crazing_145.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_6.jpg,inclusion_6.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_165.jpg,crazing_165.jpg,crazing,0
data/raw/NEU-CLS/pitted_surface/pitted_surface_24.jpg,pitted_surface_24.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_81.jpg,pitted_surface_81.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_82.jpg,crazing_82.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_236.jpg,patches_236.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_145.jpg,pitted_surface_145.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_30.jpg,inclusion_30.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_150.jpg,pitted_surface_150.jpg,pitted_surface,3
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_254.jpg,rolled-in_scale_254.jpg,rolled-in_scale,4
data/raw/NEU-CLS/pitted_surface/pitted_surface_280.jpg,pitted_surface_280.jpg,pitted_surface,3
data/raw/NEU-CLS/scratches/scratches_166.jpg,scratches_166.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_299.jpg,scratches_299.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_32.jpg,inclusion_32.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_296.jpg,scratches_296.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_102.jpg,crazing_102.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_267.jpg,patches_267.jpg,patches,2
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_211.jpg,rolled-in_scale_211.jpg,rolled-in_scale,4
data/raw/NEU-CLS/pitted_surface/pitted_surface_147.jpg,pitted_surface_147.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_199.jpg,patches_199.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_229.jpg,pitted_surface_229.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_178.jpg,pitted_surface_178.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_183.jpg,crazing_183.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_159.jpg,patches_159.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_141.jpg,pitted_surface_141.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_298.jpg,pitted_surface_298.jpg,pitted_surface,3
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_90.jpg,rolled-in_scale_90.jpg,rolled-in_scale,4
data/raw/NEU-CLS/crazing/crazing_42.jpg,crazing_42.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_288.jpg,patches_288.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_213.jpg,crazing_213.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_139.jpg,patches_139.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_265.jpg,crazing_265.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_112.jpg,crazing_112.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_142.jpg,rolled-in_scale_142.jpg,rolled-in_scale,4
data/raw/NEU-CLS/pitted_surface/pitted_surface_16.jpg,pitted_surface_16.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_241.jpg,pitted_surface_241.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_32.jpg,crazing_32.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_263.jpg,rolled-in_scale_263.jpg,rolled-in_scale,4
data/raw/NEU-CLS/scratches/scratches_84.jpg,scratches_84.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_42.jpg,pitted_surface_42.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_162.jpg,inclusion_162.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_30.jpg,crazing_30.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_65.jpg,inclusion_65.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_216.jpg,inclusion_216.jpg,inclusion,1
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_198.jpg,rolled-in_scale_198.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_9.jpg,inclusion_9.jpg,inclusion,1
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_242.jpg,rolled-in_scale_242.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_191.jpg,inclusion_191.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_222.jpg,inclusion_222.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_248.jpg,pitted_surface_248.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_21.jpg,inclusion_21.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_168.jpg,scratches_168.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_197.jpg,inclusion_197.jpg,inclusion,1
data/raw/NEU-CLS/patches/patches_148.jpg,patches_148.jpg,patches,2
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_199.jpg,rolled-in_scale_199.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_25.jpg,inclusion_25.jpg,inclusion,1
data/raw/NEU-CLS/patches/patches_4.jpg,patches_4.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_163.jpg,pitted_surface_163.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_6.jpg,crazing_6.jpg,crazing,0
data/raw/NEU-CLS/pitted_surface/pitted_surface_45.jpg,pitted_surface_45.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_24.jpg,inclusion_24.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_110.jpg,scratches_110.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_8.jpg,inclusion_8.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_79.jpg,crazing_79.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_247.jpg,crazing_247.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_163.jpg,inclusion_163.jpg,inclusion,1
data/raw/NEU-CLS/inclusion/inclusion_250.jpg,inclusion_250.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_120.jpg,pitted_surface_120.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_55.jpg,pitted_surface_55.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_12.jpg,pitted_surface_12.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_132.jpg,patches_132.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_272.jpg,crazing_272.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_155.jpg,scratches_155.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_38.jpg,scratches_38.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_58.jpg,crazing_58.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_233.jpg,patches_233.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_145.jpg,scratches_145.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_139.jpg,inclusion_139.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_213.jpg,scratches_213.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_224.jpg,crazing_224.jpg,crazing,0
data/raw/NEU-CLS/crazing/crazing_93.jpg,crazing_93.jpg,crazing,0
data/raw/NEU-CLS/scratches/scratches_29.jpg,scratches_29.jpg,scratches,5
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_246.jpg,rolled-in_scale_246.jpg,rolled-in_scale,4
data/raw/NEU-CLS/scratches/scratches_127.jpg,scratches_127.jpg,scratches,5
data/raw/NEU-CLS/patches/patches_193.jpg,patches_193.jpg,patches,2
data/raw/NEU-CLS/patches/patches_300.jpg,patches_300.jpg,patches,2
data/raw/NEU-CLS/inclusion/inclusion_259.jpg,inclusion_259.jpg,inclusion,1
data/raw/NEU-CLS/patches/patches_154.jpg,patches_154.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_138.jpg,scratches_138.jpg,scratches,5
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_214.jpg,rolled-in_scale_214.jpg,rolled-in_scale,4
data/raw/NEU-CLS/crazing/crazing_39.jpg,crazing_39.jpg,crazing,0
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_236.jpg,rolled-in_scale_236.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_159.jpg,inclusion_159.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_42.jpg,scratches_42.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_82.jpg,pitted_surface_82.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_126.jpg,patches_126.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_104.jpg,pitted_surface_104.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_90.jpg,inclusion_90.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_43.jpg,pitted_surface_43.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_20.jpg,patches_20.jpg,patches,2
data/raw/NEU-CLS/crazing/crazing_221.jpg,crazing_221.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_117.jpg,patches_117.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_109.jpg,scratches_109.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_296.jpg,pitted_surface_296.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_169.jpg,patches_169.jpg,patches,2
data/raw/NEU-CLS/pitted_surface/pitted_surface_192.jpg,pitted_surface_192.jpg,pitted_surface,3
data/raw/NEU-CLS/scratches/scratches_226.jpg,scratches_226.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_231.jpg,crazing_231.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_217.jpg,inclusion_217.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_289.jpg,pitted_surface_289.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_258.jpg,inclusion_258.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_246.jpg,crazing_246.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_186.jpg,patches_186.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_24.jpg,scratches_24.jpg,scratches,5
data/raw/NEU-CLS/inclusion/inclusion_179.jpg,inclusion_179.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_136.jpg,pitted_surface_136.jpg,pitted_surface,3
data/raw/NEU-CLS/patches/patches_2.jpg,patches_2.jpg,patches,2
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_1.jpg,rolled-in_scale_1.jpg,rolled-in_scale,4
data/raw/NEU-CLS/scratches/scratches_184.jpg,scratches_184.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_222.jpg,crazing_222.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_10.jpg,inclusion_10.jpg,inclusion,1
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_37.jpg,rolled-in_scale_37.jpg,rolled-in_scale,4
data/raw/NEU-CLS/patches/patches_118.jpg,patches_118.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_227.jpg,scratches_227.jpg,scratches,5
data/raw/NEU-CLS/crazing/crazing_228.jpg,crazing_228.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_57.jpg,inclusion_57.jpg,inclusion,1
data/raw/NEU-CLS/crazing/crazing_123.jpg,crazing_123.jpg,crazing,0
data/raw/NEU-CLS/pitted_surface/pitted_surface_287.jpg,pitted_surface_287.jpg,pitted_surface,3
data/raw/NEU-CLS/inclusion/inclusion_296.jpg,inclusion_296.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_46.jpg,pitted_surface_46.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_22.jpg,pitted_surface_22.jpg,pitted_surface,3
data/raw/NEU-CLS/pitted_surface/pitted_surface_44.jpg,pitted_surface_44.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_133.jpg,crazing_133.jpg,crazing,0
data/raw/NEU-CLS/inclusion/inclusion_164.jpg,inclusion_164.jpg,inclusion,1
data/raw/NEU-CLS/pitted_surface/pitted_surface_262.jpg,pitted_surface_262.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_122.jpg,crazing_122.jpg,crazing,0
data/raw/NEU-CLS/pitted_surface/pitted_surface_201.jpg,pitted_surface_201.jpg,pitted_surface,3
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_8.jpg,rolled-in_scale_8.jpg,rolled-in_scale,4
data/raw/NEU-CLS/inclusion/inclusion_173.jpg,inclusion_173.jpg,inclusion,1
data/raw/NEU-CLS/rolled-in_scale/rolled-in_scale_122.jpg,rolled-in_scale_122.jpg,rolled-in_scale,4
data/raw/NEU-CLS/scratches/scratches_194.jpg,scratches_194.jpg,scratches,5
data/raw/NEU-CLS/patches/patches_73.jpg,patches_73.jpg,patches,2
data/raw/NEU-CLS/scratches/scratches_122.jpg,scratches_122.jpg,scratches,5
data/raw/NEU-CLS/scratches/scratches_15.jpg,scratches_15.jpg,scratches,5
data/raw/NEU-CLS/pitted_surface/pitted_surface_197.jpg,pitted_surface_197.jpg,pitted_surface,3
data/raw/NEU-CLS/crazing/crazing_245.jpg,crazing_245.jpg,crazing,0
data/raw/NEU-CLS/patches/patches_145.jpg,patches_145.jpg,patches,2
data/raw/NEU-CLS/inclusion/inclusion_47.jpg,inclusion_47.jpg,inclusion,1
data/raw/NEU-CLS/scratches/scratches_161.jpg,scratches_161.jpg,scratches,5
data/raw/NEU-CLS/patches/patches_108.jpg,patches_108.jpg,patches,2
